ts,open,high,low,close,volume,hi24,signal,unrealized,equity,position
2025-09-21 20:30:00+00:00,115503.47,115503.47,115385.06,115396.48,17.94015,,0,0.0,999.7803639502732,0
2025-09-21 20:45:00+00:00,115396.47,115420.0,115307.51,115307.51,25.82583,,0,0.0,999.7803639502732,0
2025-09-21 21:00:00+00:00,115307.52,115327.54,115256.59,115313.71,27.96606,,0,0.0,999.7803639502732,0
2025-09-21 21:15:00+00:00,115313.7,115330.19,115250.01,115250.01,19.74943,,0,0.0,999.7803639502732,0
2025-09-21 21:30:00+00:00,115250.02,115414.63,115250.01,115414.62,34.89336,,0,0.0,999.7803639502732,0
2025-09-21 21:45:00+00:00,115414.63,115434.53,115359.73,115405.48,18.76555,,0,0.0,999.7803639502732,0
2025-09-21 22:00:00+00:00,115405.48,115484.0,115220.54,115224.56,46.37559,,0,0.0,999.7803639502732,0
2025-09-21 22:15:00+00:00,115224.56,115327.37,115188.0,115305.46,43.3011,,0,0.0,999.7803639502732,0
2025-09-21 22:30:00+00:00,115305.47,115507.41,115273.07,115507.41,32.81429,,0,0.0,999.7803639502732,0
2025-09-21 22:45:00+00:00,115507.41,115545.43,115507.4,115538.9,31.81623,,0,0.0,999.7803639502732,0
2025-09-21 23:00:00+00:00,115538.91,115538.91,115221.18,115300.01,55.223,,0,0.0,999.7803639502732,0
2025-09-21 23:15:00+00:00,115300.01,115328.18,115200.0,115316.39,39.53992,,0,0.0,999.7803639502732,0
2025-09-21 23:30:00+00:00,115316.4,115337.76,115228.83,115265.98,54.17311,,0,0.0,999.7803639502732,0
2025-09-21 23:45:00+00:00,115265.98,115275.65,115220.02,115232.29,48.06065,,0,0.0,999.7803639502732,0
2025-09-22 00:00:00+00:00,115232.29,115379.25,115188.0,115275.66,63.97784,,0,0.0,999.7803639502732,0
2025-09-22 00:15:00+00:00,115275.66,115316.29,115132.47,115169.88,77.01399,,0,0.0,999.7803639502732,0
2025-09-22 00:30:00+00:00,115169.88,115169.88,114700.0,114846.87,526.11992,,0,0.0,999.7803639502732,0
2025-09-22 00:45:00+00:00,114846.86,114883.43,114290.16,114407.28,529.0251,,0,0.0,999.7803639502732,0
2025-09-22 01:00:00+00:00,114407.28,114623.69,114288.69,114623.69,205.13109,,0,0.0,999.7803639502732,0
2025-09-22 01:15:00+00:00,114623.68,114677.68,114460.8,114649.9,192.42079,,0,0.0,999.7803639502732,0
2025-09-22 01:30:00+00:00,114649.9,114750.0,114543.17,114608.27,100.2112,,0,0.0,999.7803639502732,0
2025-09-22 01:45:00+00:00,114608.28,114670.94,114250.98,114273.45,162.88735,,0,0.0,999.7803639502732,0
2025-09-22 02:00:00+00:00,114273.44,114566.31,114273.44,114367.18,252.68255,,0,0.0,999.7803639502732,0
2025-09-22 02:15:00+00:00,114367.17,114618.89,114361.66,114516.53,293.86372,,0,0.0,999.7803639502732,0
2025-09-22 02:30:00+00:00,114516.53,114516.53,114150.0,114286.7,283.7478,115545.43,0,0.0,999.7803639502732,0
2025-09-22 02:45:00+00:00,114286.7,114416.75,114187.8,114187.81,64.841,115545.43,0,0.0,999.7803639502732,0
2025-09-22 03:00:00+00:00,114187.8,114375.26,114187.8,114298.64,90.88203,115545.43,0,0.0,999.7803639502732,0
2025-09-22 03:15:00+00:00,114298.65,114455.05,114298.64,114455.05,103.61252,115545.43,0,0.0,999.7803639502732,0
2025-09-22 03:30:00+00:00,114455.05,114525.74,114326.89,114523.37,67.78741,115545.43,0,0.0,999.7803639502732,0
2025-09-22 03:45:00+00:00,114523.37,114654.36,114523.36,114649.89,64.38622,115545.43,0,0.0,999.7803639502732,0
2025-09-22 04:00:00+00:00,114649.89,114649.9,114444.01,114444.01,46.09077,115545.43,0,0.0,999.7803639502732,0
2025-09-22 04:15:00+00:00,114444.02,114549.21,114418.8,114505.73,64.07042,115545.43,0,0.0,999.7803639502732,0
2025-09-22 04:30:00+00:00,114505.74,114571.26,114411.09,114411.09,54.71886,115545.43,0,0.0,999.7803639502732,0
2025-09-22 04:45:00+00:00,114411.1,114472.14,114397.32,114433.53,43.13061,115545.43,0,0.0,999.7803639502732,0
2025-09-22 05:00:00+00:00,114433.53,114433.53,114360.0,114405.22,111.37316,115538.91,0,0.0,999.7803639502732,0
2025-09-22 05:15:00+00:00,114405.22,114551.8,114362.23,114530.01,141.58568,115379.25,0,0.0,999.7803639502732,0
2025-09-22 05:30:00+00:00,114530.01,114530.01,114328.0,114328.0,97.7349,115379.25,0,0.0,999.7803639502732,0
2025-09-22 05:45:00+00:00,114328.01,114384.0,113623.0,113691.19,403.10212,115379.25,0,0.0,999.7803639502732,0
2025-09-22 06:00:00+00:00,113691.18,113698.38,111800.0,113010.87,3164.59264,115379.25,0,0.0,999.7803639502732,0
2025-09-22 06:15:00+00:00,113010.87,113148.0,112638.99,112791.58,913.51275,115316.29,0,0.0,999.7803639502732,0
2025-09-22 06:30:00+00:00,112791.59,113015.3,112677.55,112947.74,816.75647,115169.88,0,0.0,999.7803639502732,0
2025-09-22 06:45:00+00:00,112947.73,113029.93,112727.04,112800.77,304.26611,114883.43,0,0.0,999.7803639502732,0
2025-09-22 07:00:00+00:00,112800.77,112876.15,112645.29,112701.68,247.2124,114750.0,0,0.0,999.7803639502732,0
2025-09-22 07:15:00+00:00,112701.68,112815.0,112564.37,112773.17,234.89718,114750.0,0,0.0,999.7803639502732,0
2025-09-22 07:30:00+00:00,112773.17,112991.84,112737.36,112991.83,238.03677,114750.0,0,0.0,999.7803639502732,0
2025-09-22 07:45:00+00:00,112991.83,112999.0,112476.17,112519.99,409.72205,114670.94,0,0.0,999.7803639502732,0
2025-09-22 08:00:00+00:00,112520.0,112750.0,112452.0,112634.99,243.82104,114654.36,0,0.0,999.7803639502732,0
2025-09-22 08:15:00+00:00,112634.98,112715.81,112485.21,112629.98,259.30518,114654.36,0,0.0,999.7803639502732,0
2025-09-22 08:30:00+00:00,112629.99,112741.63,112539.64,112709.23,181.50066,114654.36,0,0.0,999.7803639502732,0
2025-09-22 08:45:00+00:00,112709.22,112780.0,112623.17,112629.07,125.38726,114654.36,0,0.0,999.7803639502732,0
2025-09-22 09:00:00+00:00,112629.06,112662.87,112424.0,112424.0,112.64541,114654.36,0,0.0,999.7803639502732,0
2025-09-22 09:15:00+00:00,112424.01,112536.99,112321.02,112396.15,170.97425,114654.36,0,0.0,999.7803639502732,0
2025-09-22 09:30:00+00:00,112396.16,112480.0,112199.55,112324.0,643.93526,114654.36,0,0.0,999.7803639502732,0
2025-09-22 09:45:00+00:00,112324.0,112396.86,112173.52,112336.62,292.34166,114654.36,0,0.0,999.7803639502732,0
2025-09-22 10:00:00+00:00,112336.62,112528.99,112262.22,112528.98,229.93788,114649.9,0,0.0,999.7803639502732,0
2025-09-22 10:15:00+00:00,112528.99,112691.43,112520.1,112562.28,105.53011,114571.26,0,0.0,999.7803639502732,0
2025-09-22 10:30:00+00:00,112562.27,112562.28,112387.33,112475.94,90.01965,114571.26,0,0.0,999.7803639502732,0
2025-09-22 10:45:00+00:00,112475.94,112848.33,112475.93,112792.16,97.71824,114551.8,0,0.0,999.7803639502732,0
2025-09-22 11:00:00+00:00,112792.16,112924.36,112785.1,112905.32,167.34295,114551.8,0,0.0,999.7803639502732,0
2025-09-22 11:15:00+00:00,112905.33,112976.02,112795.3,112795.31,122.33808,114551.8,0,0.0,999.7803639502732,0
2025-09-22 11:30:00+00:00,112795.3,112848.61,112683.49,112705.57,103.1942,114530.01,0,0.0,999.7803639502732,0
2025-09-22 11:45:00+00:00,112705.57,112899.98,112700.75,112876.97,106.23862,114384.0,0,0.0,999.7803639502732,0
2025-09-22 12:00:00+00:00,112876.97,112876.97,112585.0,112682.47,151.75859,113698.38,0,0.0,999.7803639502732,0
2025-09-22 12:15:00+00:00,112682.48,112707.29,112570.12,112576.32,88.71248,113148.0,0,0.0,999.7803639502732,0
